# model: gpt-4o-2024-08-06, read from the API's own result.model echo, not from config
# weights: OpenAI hosted; proxy started with OPENAI_MODEL=gpt-4o, which resolved to gpt-4o-2024-08-06
# run: methods_cloud_probe variant A, 21 Sep 2026, 160 paragraphs of evals/grrb/scientific_extraction.jsonl
# run: ground truth is the two-author corrected set (§11 D198); 26 genuine / 134 not
# run: GRRB_VERBATIM=1 GRRB_MAX_TOKENS=24 -- result.text read verbatim and parsed
# run: fence-tolerantly. §11 D204: gpt-4o wraps replies in a ```json fence ~80% of
# run: the time and max_tokens 8 truncated it, so the typed client scored 38% of
# run: CORRECT answers as errors. The D197 default path is unchanged and still 8.
# run: transport is the real proxy -- App Check header, /verify route, structured
# run: validator -- so the same 12 paragraphs are excluded as in §11 D197.
# run: the proxy sets NO temperature, so OpenAI's default 1.0 applies: these rows
# run: are sampled, not deterministic.
variant	id	label	answer	detail
A	grrb-sci-101	1	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-102	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-103	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-104	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-105	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-106	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-107	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-108	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-109	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-110	1	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-111	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-112	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-113	0	no	stop=stop {"answer":"no"}
A	grrb-sci-114	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-115	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-116	0	no	stop=stop {"answer":"no"}
A	grrb-sci-117	0	no	stop=stop {"answer":"no"}
A	grrb-sci-118	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-119	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-120	0	no	stop=stop {"answer":"no"}
A	grrb-sci-121	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-122	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-123	0	no	stop=stop {"answer":"no"}
A	grrb-sci-124	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-125	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-126	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-127	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-128	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-129	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-130	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-131	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-132	0	excluded	422 Unprocessable Entity: {"detail":{"error":"validation_failed","reason":"a field of 4634 chars looks like raw prose; s
A	grrb-sci-133	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-134	0	no	stop=stop {"answer":"no"}
A	grrb-sci-135	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-136	1	yes	stop=stop {"answer":"yes"}
A	grrb-sci-137	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-138	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-139	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-140	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-141	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-142	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-143	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-144	0	no	stop=stop {"answer":"no"}
A	grrb-sci-145	0	no	stop=stop ```json {"answer":"no"} ```
A	grrb-sci-146	0	no	stop=stop {"answer":"no"}
A	grrb-sci-147	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-148	1	yes	stop=stop {"answer":"yes"}
A	grrb-sci-149	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-150	0	no	stop=stop {"answer":"no"}
A	grrb-sci-151	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-152	0	no	stop=stop {"answer":"no"}
A	grrb-sci-153	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-154	0	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-155	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-156	1	yes	stop=stop ```json {"answer":"yes"} ```
A	grrb-sci-157	0	yes	stop=stop {"answer":"yes"}
A	grrb-sci-158	1	yes	stop=stop {"answer":"yes"}
A	grrb-sci-159	1	yes	stop=stop {"answer":"yes"}
