variant	id	label	answer	detail
B	grrb-sci-017	0	yes	yes
B	grrb-sci-018	0	no	no
B	grrb-sci-019	1	yes	yes
B	grrb-sci-020	1	yes	yes
B	grrb-sci-021	0	yes	yes
B	grrb-sci-022	0	yes	yes
B	grrb-sci-023	0	yes	yes
B	grrb-sci-024	0	no	no
B	grrb-sci-025	0	yes	yes
B	grrb-sci-026	0	yes	yes
B	grrb-sci-027	0	yes	yes
B	grrb-sci-028	0	no	no
B	grrb-sci-029	0	yes	yes
B	grrb-sci-030	1	yes	yes
B	grrb-sci-031	1	yes	yes
B	grrb-sci-032	0	no	no
B	grrb-sci-033	0	no	no
B	grrb-sci-034	0	no	no
B	grrb-sci-035	0	no	no
B	grrb-sci-036	0	yes	yes
B	grrb-sci-037	0	no	no
B	grrb-sci-038	0	no	no
B	grrb-sci-039	0	yes	yes
B	grrb-sci-040	0	no	no
B	grrb-sci-041	0	no	no
B	grrb-sci-042	0	no	no
B	grrb-sci-043	0	no	no
B	grrb-sci-044	0	no	no
B	grrb-sci-045	0	no	no
B	grrb-sci-046	0	no	no
B	grrb-sci-047	0	yes	yes
B	grrb-sci-048	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 10 sentences reads like raw
B	grrb-sci-049	0	yes	yes
B	grrb-sci-050	1	yes	yes
B	grrb-sci-051	0	no	no
B	grrb-sci-052	1	yes	yes
B	grrb-sci-053	1	yes	yes
B	grrb-sci-054	0	yes	yes
B	grrb-sci-055	1	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 15 sentences reads like raw
B	grrb-sci-056	0	yes	yes
B	grrb-sci-057	1	yes	yes
B	grrb-sci-058	1	yes	yes
B	grrb-sci-059	0	no	no
B	grrb-sci-060	0	no	no
B	grrb-sci-061	0	no	no
B	grrb-sci-062	0	no	no
B	grrb-sci-063	0	yes	yes
B	grrb-sci-064	0	yes	yes
B	grrb-sci-065	0	yes	yes
B	grrb-sci-066	0	no	no
B	grrb-sci-067	0	yes	yes
B	grrb-sci-068	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 11 sentences reads like raw
B	grrb-sci-069	0	no	no
B	grrb-sci-070	0	yes	yes
B	grrb-sci-071	0	yes	yes
B	grrb-sci-072	0	no	no
B	grrb-sci-073	0	yes	yes
B	grrb-sci-074	0	no	no
B	grrb-sci-075	0	no	no
B	grrb-sci-076	0	yes	yes
B	grrb-sci-077	0	yes	yes
B	grrb-sci-078	0	yes	yes
B	grrb-sci-079	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 10 sentences reads like raw
B	grrb-sci-080	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 10 sentences reads like raw
B	grrb-sci-081	0	yes	yes
B	grrb-sci-082	0	no	no
B	grrb-sci-083	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field of 2104 chars looks like raw pro
B	grrb-sci-084	1	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 12 sentences reads like raw
B	grrb-sci-085	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 11 sentences reads like raw
B	grrb-sci-086	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field with 9 sentences reads like raw 
B	grrb-sci-087	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field of 2045 chars looks like raw pro
B	grrb-sci-088	0	no	no
B	grrb-sci-089	0	no	no
B	grrb-sci-090	0	yes	yes
B	grrb-sci-091	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field of 2143 chars looks like raw pro
B	grrb-sci-092	1	yes	yes
B	grrb-sci-093	0	yes	yes
B	grrb-sci-094	0	yes	yes
B	grrb-sci-095	0	no	no
B	grrb-sci-096	1	yes	yes
B	grrb-sci-097	1	yes	yes
B	grrb-sci-098	0	yes	yes
B	grrb-sci-099	0	yes	yes
B	grrb-sci-100	0	yes	yes
B	grrb-sci-101	1	yes	yes
B	grrb-sci-102	0	no	no
B	grrb-sci-103	0	no	no
B	grrb-sci-104	0	no	no
B	grrb-sci-105	0	no	no
B	grrb-sci-106	0	no	no
B	grrb-sci-107	0	no	no
B	grrb-sci-108	0	no	no
B	grrb-sci-109	0	yes	yes
B	grrb-sci-110	1	yes	yes
B	grrb-sci-111	0	no	no
B	grrb-sci-112	0	no	no
B	grrb-sci-113	0	no	no
B	grrb-sci-114	0	no	no
B	grrb-sci-115	0	no	no
B	grrb-sci-116	0	yes	yes
B	grrb-sci-117	0	no	no
B	grrb-sci-118	0	no	no
B	grrb-sci-119	0	no	no
B	grrb-sci-120	0	no	no
B	grrb-sci-121	0	no	no
B	grrb-sci-122	0	no	no
B	grrb-sci-123	0	no	no
B	grrb-sci-124	0	no	no
B	grrb-sci-125	0	no	no
B	grrb-sci-126	0	yes	yes
B	grrb-sci-127	0	no	no
B	grrb-sci-128	0	no	no
B	grrb-sci-129	0	no	no
B	grrb-sci-130	0	yes	yes
B	grrb-sci-131	0	no	no
B	grrb-sci-132	0	excluded	proxy validation_failed (422): {"detail":{"error":"validation_failed","reason":"a field of 4634 chars looks like raw pro
B	grrb-sci-133	0	yes	yes
B	grrb-sci-134	0	no	no
B	grrb-sci-135	0	no	no
B	grrb-sci-136	1	yes	yes
B	grrb-sci-137	0	no	no
B	grrb-sci-138	0	no	no
B	grrb-sci-139	0	no	no
B	grrb-sci-140	0	no	no
B	grrb-sci-141	0	no	no
B	grrb-sci-142	0	no	no
B	grrb-sci-143	0	no	no
B	grrb-sci-144	0	no	no
B	grrb-sci-145	0	no	no
B	grrb-sci-146	0	no	no
B	grrb-sci-147	0	yes	yes
B	grrb-sci-148	1	yes	yes
B	grrb-sci-149	0	no	no
B	grrb-sci-150	0	no	no
B	grrb-sci-151	0	no	no
B	grrb-sci-152	0	no	no
B	grrb-sci-153	0	yes	yes
B	grrb-sci-154	0	yes	yes
B	grrb-sci-155	0	no	no
B	grrb-sci-156	1	yes	yes
B	grrb-sci-157	0	yes	yes
B	grrb-sci-158	1	yes	yes
B	grrb-sci-159	1	yes	yes
